run,camCol,rerun,field,objID,u,g,r,i,z,ra,dec
4887,2,301,204,1237666463189042396,24.6843,24.49668,24.08708,22.07688,21.38149,100.090009075994,64.4304078062102
4887,2,301,214,1237666463189698001,24.40814,24.13912,24.74494,22.60498,21.32437,103.446790997817,64.9321107674345
4887,2,301,216,1237666463189827662,24.22236,23.85842,24.01369,23.1784,21.92681,103.893997174994,64.8267251229018
4887,2,301,217,1237666463189893591,23.20633,23.10526,22.81623,22.16985,21.49596,104.349795556072,65.0127510687448
4887,2,301,218,1237666463189960125,23.00196,24.86425,24.25032,22.37125,21.51077,104.611537840161,64.9049273731012
4887,2,301,219,1237666463190024548,23.5324,24.22393,23.79777,22.14979,20.87901,104.963490764158,65.064611567131
4887,2,301,228,1237666463190615245,23.41694,23.03407,22.5282,21.49515,20.96006,108.154907005146,65.095927463427
4887,2,301,230,1237666463190745433,23.51735,23.46417,23.22627,22.19462,21.48973,108.803818837945,65.1212047381736
4887,2,301,230,1237666463190746373,23.54659,24.53476,24.06749,22.49717,21.84525,108.928438817931,65.3011017267728
4887,2,301,260,1237666463192711517,24.64051,24.84612,24.89789,22.57793,21.5195,119.819665134235,65.2505033446088
4887,2,301,267,1237666463193170722,23.38248,23.60662,22.91576,22.29236,21.46165,122.034710869066,65.1531136685984
4887,2,301,267,1237666463193171019,23.75684,23.57562,23.19018,22.77309,22.29839,122.209043363458,65.2010606770151
4887,2,301,268,1237666463193236359,24.19479,24.02213,23.3351,21.85969,21.33354,122.539297842605,65.1978762634511
4887,2,301,277,1237666463193826339,23.05468,23.86066,23.68412,23.22192,22.14017,125.845511623488,65.0215872308926
4887,2,301,281,1237666463194088148,23.8476,23.997,23.43357,22.30018,21.58165,127.076598124562,64.9404631923666
4512,2,301,110,1237664852570146038,25.36004,25.51729,25.56451,24.56099,21.12762,214.540280255356,33.1479526287131
4512,2,301,111,1237664852570210862,23.20708,22.96629,23.57725,22.96444,22.52476,214.682461351601,33.1465754922768
4512,2,301,111,1237664852570211379,24.7029,24.66553,23.99066,22.13085,21.04152,214.706703295355,33.1422053843036
4512,2,301,111,1237664852570211373,23.59616,24.04879,23.549,22.28181,21.42413,214.709094600612,33.2035676959904
4512,2,301,112,1237664852570277051,24.11163,24.40339,23.90717,23.26542,21.09417,214.776944092584,33.0765942514261
4512,2,301,112,1237664852570276116,22.39779,25.59822,25.32599,23.45349,22.68731,214.817281370761,33.0963893184437
4512,2,301,112,1237664852570276181,22.65364,24.78795,25.61259,25.10794,22.06466,214.873699715936,32.9915166541452
4512,2,301,112,1237664852570277023,25.45871,25.85818,25.39764,22.56428,21.66569,214.932812330159,33.1167883492171
4512,2,301,113,1237664852570342109,23.10501,23.31576,24.18313,23.15167,21.80578,215.066213194718,33.0213653846482
4512,2,301,114,1237664852570407355,23.26564,23.29314,23.68732,22.71884,21.43906,215.119955159342,33.0327048858359
4512,2,301,114,1237664852570407217,22.61528,25.27905,25.22231,24.72665,22.5353,215.150644849955,32.9913357963716
4512,2,301,114,1237664852570407441,23.44238,23.33143,24.48066,23.14614,21.96119,215.188585569242,33.1087188419717
4512,2,301,114,1237664852570407484,23.13883,23.3296,23.59538,22.80548,22.06785,215.204720447502,33.0978757948975
4512,2,301,114,1237664852570408106,24.08319,23.69773,23.6396,22.43929,21.86511,215.20772215475,32.9247521705694
4512,2,301,114,1237664852570408097,23.4225,23.76238,23.46653,22.43097,21.51776,215.230443332171,33.0208891278777
4512,2,301,115,1237664852570473535,23.93699,23.6554,23.37638,22.10127,21.65813,215.311442095394,32.9551635513016
4512,2,301,115,1237664852570472762,22.52,24.66125,24.57184,23.67192,23.18656,215.371013585784,32.9369991348442
4512,2,301,115,1237664852570473593,24.44919,24.60574,23.98068,22.28822,21.83759,215.393625069457,32.9233278291988
4512,2,301,115,1237664852570472798,22.4363,25.60394,25.38345,23.48999,22.88111,215.437180484325,32.9314148861276
4512,2,301,116,1237664852570538468,23.48562,23.3018,23.54205,22.44862,22.04051,215.451543827791,32.915938270279
4512,2,301,116,1237664852570538475,23.68599,23.5062,23.57853,22.8198,22.17699,215.484514297881,32.9853738378569
4512,2,301,116,1237664852570538335,22.5844,24.42877,25.15059,24.03061,23.14844,215.526553723064,32.8679845523829
4512,2,301,116,1237664852570538398,22.58858,24.81232,25.243,23.49098,22.67041,215.579333234557,32.8020960619258
4512,2,301,116,1237664852570539162,23.04372,24.25203,23.61952,22.60741,21.91708,215.580991668761,32.9627529612459
4512,2,301,117,1237664852570603828,22.61946,24.53762,24.30861,23.85105,22.24003,215.626131142158,32.8156349541101
4512,2,301,117,1237664852570604561,24.64474,24.43909,23.763,22.15595,21.38289,215.660643514341,32.7789840106551
4512,2,301,117,1237664852570604557,25.13529,24.77568,24.4814,22.44421,21.49856,215.686897150843,32.8583607993336
4512,2,301,117,1237664852570604583,23.34516,24.52854,24.10299,22.55096,22.12,215.720303900133,32.7909058288267
4512,2,301,117,1237664852570604652,23.9665,25.29399,25.45193,24.56529,21.05844,215.773863490333,32.8824647732747
4512,2,301,117,1237664852570604592,24.3592,24.5375,23.96221,21.96612,21.09803,215.784500145248,32.9149352872878
4512,2,301,118,1237664852570669235,22.3409,25.71476,25.63289,24.68891,22.89491,215.793338055903,32.8180914933023
4512,2,301,117,1237664852570604658,24.84279,25.5889,25.35233,24.61555,21.04702,215.812401258182,32.925260658127
4512,2,301,117,1237664852570604610,23.60643,23.49248,23.68111,22.34526,21.68048,215.816005395971,32.9349514504828
4512,2,301,118,1237664852570670134,23.63761,23.70449,23.39481,22.36903,21.79176,215.821258648553,32.8063511155629
4512,2,301,118,1237664852570670195,23.03377,24.20647,23.7591,22.01271,21.56745,215.940711467025,32.8333938792953
4512,2,301,119,1237664852570734859,22.33076,25.25708,24.77713,23.96931,22.44704,215.97025575729,32.6816944937242
4512,2,301,119,1237664852570734849,22.70851,25.28862,24.59418,23.35375,22.66443,215.979934591415,32.7495750704583
4512,2,301,119,1237664852570734869,22.6765,25.58991,25.2303,23.99789,22.93398,216.006851022258,32.7285121769452
4512,2,301,119,1237664852570735746,23.77995,23.74483,23.43053,22.13302,21.5511,216.02392789369,32.7575243343585
4512,2,301,119,1237664852570735783,23.92555,24.63637,24.54054,22.19912,20.93547,216.057865616559,32.6597131550362
4512,2,301,120,1237664852570801310,24.69206,24.51934,24.08081,22.64544,20.73462,216.162866401268,32.6891762950863
4512,2,301,120,1237664852570801261,24.77458,24.48425,24.21877,21.60021,20.93223,216.251041108338,32.7377103733678
4512,2,301,121,1237664852570866829,23.79046,23.68356,23.49508,22.40306,21.94435,216.295543521604,32.6480653290996
4512,2,301,120,1237664852570801282,23.68356,24.05023,23.76657,22.18081,21.43835,216.300811688941,32.7460466517873
4512,2,301,122,1237664852570931464,22.15184,25.35336,25.44112,24.72446,23.74515,216.47204395796,32.5691871840364
4512,2,301,122,1237664852570931505,22.53668,25.30341,24.82349,23.47888,22.67768,216.517478536198,32.5326767959234
4512,2,301,123,1237664852570997756,23.92261,23.73135,23.18019,22.38007,21.7274,216.627935017471,32.5322556622902
4512,2,301,122,1237664852570932465,25.7876,25.46088,25.07917,23.90282,21.03318,216.638732453297,32.6434402007503
4512,2,301,123,1237664852570997827,25.27138,25.88394,25.62436,24.16849,20.95362,216.67899826724,32.529631454592
4512,2,301,123,1237664852570997404,23.18607,23.42036,24.14251,23.53814,22.17999,216.705767614994,32.4996596316716
4512,2,301,123,1237664852570997070,22.26995,25.95176,25.53095,24.32185,23.0942,216.725710345041,32.5397422287279
4512,2,301,124,1237664852571063330,23.53155,23.64423,23.04,22.50677,21.77538,216.87867653545,32.497256889004
4512,2,301,124,1237664852571063489,24.32939,24.56656,24.0419,22.29842,21.32723,216.916325970365,32.5495176502931
4512,2,301,124,1237664852571063487,22.73617,23.56327,22.87755,22.15319,21.64251,216.924392829097,32.5754823202327
4512,2,301,125,1237664852571128535,22.41673,24.69678,24.98072,24.51594,22.59842,217.020841847499,32.3910330794603
4512,2,301,125,1237664852571129337,24.66648,25.10049,24.63328,23.56244,21.02509,217.095164789338,32.5396171108128
4512,2,301,125,1237664852571128928,23.37315,23.18886,23.2168,22.64974,21.95904,217.113901679566,32.527177393798
4512,2,301,126,1237664852571194677,23.13102,25.56228,25.6723,23.49293,20.89527,217.187595811598,32.421197648085
4512,2,301,126,1237664852571193786,22.44314,24.98271,24.8035,23.75369,23.16024,217.205450797638,32.3946642825173
4512,2,301,126,1237664852571194189,23.27612,23.3446,24.09709,23.43891,22.53791,217.207054188461,32.3546662240181
4512,2,301,126,1237664852571194071,23.31263,23.26449,23.78637,22.94748,22.35996,217.210700299607,32.4856322855587
4512,2,301,126,1237664852571194607,24.07324,23.9875,24.41988,22.07577,21.61658,217.234519520049,32.5089032930454
4512,2,301,127,1237664852571260027,22.62672,23.52409,22.99781,22.42691,21.67201,217.296162320274,32.346757562067
4512,2,301,127,1237664852571259384,23.23466,23.26426,23.00032,22.52916,21.70112,217.343060318358,32.4773746376865
4512,2,301,127,1237664852571260139,25.2494,25.14168,25.59054,24.05454,20.90273,217.408917954647,32.4206372552916
4512,2,301,127,1237664852571260091,23.73787,23.44085,22.98663,22.452,21.16784,217.41406799649,32.3499655772783
4512,2,301,127,1237664852571259300,22.45069,25.35632,25.17801,23.97306,21.939,217.4147640415,32.3624330283685
4512,2,301,128,1237664852571324731,22.45449,25.08941,25.18359,24.40431,22.99492,217.476287760793,32.3439116507148
4512,2,301,128,1237664852571325327,23.09421,23.2003,23.21183,22.79124,22.00482,217.636096778703,32.3201428496183
4512,2,301,129,1237664852571390855,23.06748,23.60312,23.10505,22.68846,21.00214,217.667511771297,32.3509214287417
4512,2,301,129,1237664852571391063,23.37799,23.91176,23.24448,22.00224,21.4754,217.670253239668,32.2680310500085
1738,4,301,16,1237652939398447762,23.33544,23.53936,22.86056,21.37675,20.49333,306.238808185041,8.30308629325629
1738,4,301,53,1237652939400872363,24.52843,24.18842,23.6357,21.32064,20.69709,311.730634802469,9.49785069381556
1738,4,301,62,1237652939401462436,24.63464,25.11437,24.63034,21.7644,20.66593,313.176012584382,9.64782138136789
4849,5,301,52,1237666301580939490,22.8766,24.86739,24.52706,21.92255,21.37604,299.808539715775,0.815365217103171
4849,5,301,53,1237666301581003533,24.01029,23.76596,23.77677,21.50965,20.57044,299.952280691035,0.806066864288159
4849,5,301,54,1237666301581070750,22.72499,25.35177,24.83605,22.04296,20.75801,300.061185926005,0.81121393878596
4849,5,301,25,1237666301579167088,23.72233,23.71608,23.42595,21.19789,20.61223,295.711455812538,0.675728034854629
4849,5,301,31,1237666301579563530,24.40856,24.20802,24.63213,21.59241,20.71674,296.541500696785,0.70785454964628
4849,5,301,31,1237666301579561087,24.07211,23.71604,23.55076,21.12481,20.14917,296.668193402157,0.660491347941238
4849,5,301,34,1237666301579755994,24.35946,24.06995,23.43027,22.05545,20.71803,296.989728742157,0.755246148865632
4849,5,301,38,1237666301580020229,23.87615,24.12392,23.91698,21.71419,21.29051,297.617833816679,0.816853131947086
4849,5,301,42,1237666301580281364,23.38921,23.6743,23.0042,21.4844,20.83524,298.285931838628,0.651050208159947
4849,5,301,32,1237666301579628840,23.19122,23.30598,23.20005,21.24375,20.7529,296.793166877616,0.679108159342392
4849,5,301,42,1237666301580283302,22.18544,24.33514,24.83201,24.25171,22.62807,298.284615317893,0.782608911991608
4849,5,301,48,1237666301580673684,23.32343,24.58572,24.08531,21.61126,20.53611,299.147221708179,0.712578723859443
4849,5,301,881,1237666301635264622,24.51898,24.7946,25.00723,23.80456,22.26389,63.8890754006086,0.820396185734648
4849,5,301,48,1237666301580674384,23.58281,23.5864,23.01277,21.04313,20.20054,299.195251734135,0.767463882079582
4849,5,301,40,1237666301580149630,23.5092,24.19499,23.57137,21.35106,20.72918,297.966398926129,0.794095951284905
4849,5,301,784,1237666301628907553,22.80882,22.91129,22.95043,21.88781,21.4421,49.3236292194972,0.638965696446177
4849,5,301,799,1237666301629890700,23.51632,23.61655,23.07677,21.22313,20.62481,51.6251971737731,0.753753098963114
4849,5,301,898,1237666301636378705,24.14629,24.81768,24.29166,22.37244,21.75531,66.3911569311609,0.785338100203287
4849,5,301,938,1237666301639000104,24.31413,24.49279,24.0544,22.81434,22.13291,72.3438888227034,0.738724412210514
4849,5,301,31,1237666301579560817,24.413,24.37424,23.88645,22.1021,20.66737,296.638897567105,0.671083129633664
4849,5,301,34,1237666301579757290,23.31376,23.68447,24.18562,21.5856,21.02777,297.089075129509,0.666810122977071
4849,5,301,37,1237666301579953135,24.04829,24.02639,23.63965,21.31806,20.67471,297.494243698634,0.815967695130017
4849,5,301,41,1237666301580216075,23.87998,23.55076,23.61046,21.8782,21.05644,298.166836091338,0.813069041142146
4849,5,301,837,1237666301632380984,23.76777,23.42029,22.75442,21.8563,21.43598,57.2879778690203,0.736165359573022
4849,5,301,937,1237666301638934704,23.11101,24.36096,24.06117,22.00636,20.88006,72.1814222782353,0.645818099415896
2379,3,301,197,1237655691947475922,22.85106,23.03288,22.36414,21.8831,21.26278,238.683136925919,-1.88319424680427
6182,6,301,100,1237672027312357998,23.74733,24.19828,23.66566,20.78049,20.01362,320.871592907116,53.4744055573341
7773,2,301,23,1237678858452796772,22.66801,22.31104,22.26972,21.75482,20.86466,316.509031834357,7.89857625097459
3058,3,301,86,1237658608222994508,23.65795,23.62935,23.93141,22.63011,21.92373,185.822413745514,68.1116929232755
3058,3,301,91,1237658608223323269,23.7551,24.62334,23.96285,22.32078,21.59839,185.583776703629,68.8980490338888
3058,3,301,84,1237658608222863771,23.50103,23.4153,24.11779,23.34898,22.33076,185.60335331817,67.731810991015
3058,3,301,19,1237658608218603989,23.21376,23.02008,23.33397,22.92043,21.84784,185.199546811965,57.9956315567228
3058,3,301,27,1237658608219128017,22.16137,24.11839,25.29645,24.34586,23.10567,185.223159771074,59.2800822856984
3058,3,301,49,1237658608220570513,24.2933,23.92306,23.34799,22.47175,21.95801,185.253935513471,62.4673911866582
3058,3,301,77,1237658608222405537,24.14126,23.81458,23.59016,22.02623,21.01047,185.264133046691,66.7870355431509
3058,3,301,25,1237658608218997870,23.85097,23.73412,23.09057,22.26864,21.57294,185.264178399251,58.8821292284349
3058,3,301,47,1237658608220439242,23.42441,23.2996,24.85065,22.88427,22.00083,185.271294308368,62.2981423352232
3058,3,301,78,1237658608222470989,23.52256,24.4089,24.05069,22.27713,21.61624,185.274203285684,66.8803202911164
3058,3,301,69,1237658608221881185,23.25821,23.67742,23.13833,22.1529,21.35145,185.274508756273,65.5720673336672
3058,3,301,15,1237658608218342185,23.75973,24.25416,23.65293,22.19979,21.6113,185.27800902998,57.4351331068335
3058,3,301,67,1237658608221750061,23.08823,23.63525,22.99557,21.31198,20.46923,185.281089076475,65.2167979312383
3058,3,301,16,1237658608218407427,22.93628,22.84436,23.50872,22.43545,21.33171,185.291466543129,57.635562767933
3058,3,301,62,1237658608221422502,23.1147,23.91842,23.40909,22.19814,21.52404,185.293540842352,64.4667551673227
3058,3,301,33,1237658608219521855,23.55584,23.66636,24.26204,22.09806,21.66282,185.297827352363,60.1162550287475
3058,3,301,33,1237658608219521864,23.98751,24.08885,23.4249,21.42988,20.34647,185.297908272003,60.1300383950753
3058,3,301,33,1237658608219521327,23.35228,23.16772,23.73119,23.01551,21.94973,185.298622226985,60.0824520829294
3058,3,301,48,1237658608220505291,23.6502,23.43649,22.95113,22.33975,21.57191,185.29923788654,62.4394819418073
3058,3,301,88,1237658608223126524,24.23445,24.33612,24.58109,22.30474,21.23377,185.300509089846,68.3154775500713
3058,3,301,92,1237658608223387876,22.00664,24.38536,23.90733,23.13075,21.74392,185.300904241637,69.0047528191898
3058,3,301,90,1237658608223256921,22.76784,22.70015,23.23302,22.64476,21.67555,185.303639935276,68.6181220114706
3058,3,301,11,1237658608218080315,24.07261,24.16354,24.18078,22.06415,21.05986,185.314641945942,56.8592913540372
3058,3,301,76,1237658608222340082,23.88203,23.76875,23.40598,22.38076,20.80651,185.314931493737,66.5611945266327
3058,3,301,79,1237658608222536279,22.52153,23.24687,23.7095,22.75473,21.76488,185.315205678463,67.0735076987675
3058,3,301,22,1237658608218801013,24.08346,24.05402,23.41965,22.27602,21.7343,185.31769602016,58.4763306822597
3058,3,301,79,1237658608222536575,22.98338,23.14607,22.46495,21.73233,21.268,185.317919899669,67.0002353395378
3058,3,301,54,1237658608220898275,23.70059,23.59071,23.39144,22.2436,21.66918,185.320188096313,63.2882532331653
3058,3,301,84,1237658608222864366,25.95408,25.64593,25.68484,24.55459,21.03977,185.32165633023,67.7183269019547
3058,3,301,79,1237658608222536175,23.13097,23.02011,23.46922,22.76429,21.48972,185.324286677696,67.0386870519208
3058,3,301,86,1237658608222995591,23.93053,23.7642,23.32522,22.25294,21.00014,185.327890225171,68.0909662842145
3058,3,301,11,1237658608218080346,24.40253,24.47288,24.03052,22.06345,21.12311,185.330341915123,56.9103138936901
3058,3,301,28,1237658608219193566,22.26715,24.84494,25.00508,24.59168,23.08191,185.332701893775,59.3298888092319
3058,3,301,74,1237658608222208318,22.67531,23.23361,22.88503,22.0551,21.63381,185.333107516451,66.2294981468412
3058,3,301,83,1237658608222798543,22.87389,23.23104,23.59265,22.84579,21.88569,185.333375641371,67.6822399986815
3058,3,301,78,1237658608222470998,23.75212,23.87444,24.12506,22.19254,21.48629,185.339136935855,66.8973449729805
3058,3,301,32,1237658608219456007,23.05746,22.9548,22.75398,22.12718,21.41448,185.340993073995,60.0406285813082
3058,3,301,14,1237658608218276724,24.21889,23.92017,23.40753,21.48822,20.38279,185.342428203624,57.2631834823984
3058,3,301,87,1237658608223060575,23.70467,23.36829,24.46757,22.86707,22.32499,185.342539380458,68.2075797256554
3058,3,301,67,1237658608221749636,23.41744,23.09882,24.19802,22.55906,21.61246,185.344513628635,65.2166076245166
3058,3,301,68,1237658608221815576,24.06591,23.75935,23.4879,21.76627,21.14563,185.346223139081,65.4092880784142
3058,3,301,51,1237658608220701166,23.46999,23.22843,24.1964,22.95942,21.97072,185.347749031928,62.8735925399847
3058,3,301,32,1237658608219456326,23.22193,23.43167,22.968,21.93003,21.13304,185.349525294416,60.0208544381305
3058,3,301,82,1237658608222733135,24.11783,24.85299,25.30321,22.29356,20.88397,185.349948336922,67.4661803778499
3058,3,301,36,1237658608219718632,23.77365,25.35749,24.69136,23.93603,20.88123,185.356876154948,60.5587300129076
6282,3,301,73,1237672455196710608,24.5082,24.30581,24.93313,22.01686,20.99924,300.612469009345,14.3662240777953
6282,3,301,77,1237672455196974663,23.13026,24.32132,24.36761,22.15337,20.93297,300.734629119565,13.8117492088152
6282,3,301,76,1237672455196909174,23.97735,24.68749,24.03543,22.12401,21.34426,300.794259903313,13.9795826093222
6282,3,301,87,1237672455197629635,24.21163,24.39085,23.96882,22.1129,21.2979,301.488022326341,12.4407949642825
6282,3,301,88,1237672455197695240,23.6587,23.29994,22.86083,22.21153,21.6484,301.591580129946,12.2993450981051
6282,3,301,91,1237672455197891704,24.42273,24.44805,23.99092,21.52875,20.66211,301.863010980749,11.9905979680495
6282,3,301,95,1237672455198154813,24.30974,24.57374,24.48209,22.58502,21.83677,301.962840875556,11.4256909469102
6282,3,301,63,1237672455196052028,25.1865,25.45233,24.9967,22.16441,21.25644,299.879394016747,15.7608538857205
6282,3,301,67,1237672455196315174,24.83257,26.24972,25.95363,22.14092,21.18771,300.046364879757,15.1371599019447
6282,3,301,67,1237672455196315184,24.35314,24.58651,23.99516,22.09738,21.41831,300.100185736821,15.1252513060893
6282,3,301,71,1237672455196578311,24.89258,24.98323,24.44615,22.33587,21.01724,300.504059632253,14.6343794411554
6282,3,301,73,1237672455196710600,23.72784,24.85345,24.19589,22.13617,21.53378,300.577927535457,14.3794839855627
6282,3,301,74,1237672455196775826,24.52479,24.95984,24.37139,22.14101,21.5332,300.592942166921,14.2853365465356
6282,3,301,75,1237672455196843063,24.07525,24.60157,24.09991,22.39043,21.01408,300.599610070368,14.0414992988535
6282,3,301,73,1237672455196710618,24.63997,24.36041,24.15705,22.03182,21.39462,300.651996908479,14.3675727686414
6282,3,301,75,1237672455196842986,24.04068,24.72654,24.15454,22.32504,21.09793,300.701931749761,14.1660472848659
6282,3,301,76,1237672455196909167,25.47412,25.30616,24.64949,22.22187,21.57281,300.70370881809,13.9430121387025
6282,3,301,78,1237672455197039483,25.23912,24.95596,24.45495,22.186,21.00967,300.762768838443,13.7177881366882
6282,3,301,78,1237672455197039492,24.09418,24.27998,23.68792,22.12626,21.51668,300.766656445267,13.7045938998021
6282,3,301,77,1237672455196974651,25.26768,25.12524,24.56512,22.30277,21.8798,300.794169173093,13.8685479074211
6282,3,301,78,1237672455197039503,24.69291,24.57138,24.01361,22.20548,20.86627,300.806680718489,13.7077439203906
6282,3,301,79,1237672455197106295,24.46765,24.32518,23.89211,22.21898,21.73081,300.957450415324,13.5433321320049
6282,3,301,78,1237672455197039563,24.06605,24.79564,24.11633,22.09999,20.84162,300.974268963772,13.6725400696364
6282,3,301,79,1237672455197106331,24.4317,25.3302,24.71183,23.50542,21.21527,300.981529315562,13.6035320665168
6282,3,301,79,1237672455197106292,23.87949,25.03274,24.63614,22.34627,21.92115,301.000601549542,13.567432870203
6282,3,301,79,1237672455197106248,24.07676,24.90766,24.50553,22.03343,21.20505,301.024578601236,13.6425367941142
6282,3,301,80,1237672455197170466,25.41273,25.20916,25.43062,22.59861,21.14594,301.0876834961,13.5279937622326
6282,3,301,81,1237672455197237807,24.73371,24.68339,24.29413,22.43173,21.44462,301.099105317778,13.3416886685794
6282,3,301,82,1237672455197303673,24.7696,24.75395,24.42819,22.40448,21.68416,301.105778794828,13.0986016521912
6282,3,301,82,1237672455197303721,25.28101,25.34633,25.14028,22.77714,21.32884,301.107622435798,13.0494652231747
6282,3,301,82,1237672455197303627,24.34459,24.62274,24.43593,22.164,21.26442,301.153774627503,13.1849934366838
6282,3,301,82,1237672455197303668,24.78831,24.4101,23.72171,22.38279,21.53799,301.185838223427,13.1478178475048
2327,1,301,28,1237655467524358604,21.87218,24.60635,25.25089,24.4489,22.11199,226.516146339126,0.767162799890715
2327,1,301,29,1237655467524425145,24.97586,25.15068,25.99899,24.16712,20.73131,226.612022798768,0.619483811614079
2327,1,301,29,1237655467524424226,22.0519,24.22661,25.47557,24.62524,23.05825,226.71608420398,0.67848330567079
2327,1,301,29,1237655467524425153,22.95805,25.04474,25.48009,24.90876,20.71818,226.731198846411,0.713519447786114
2327,1,301,29,1237655467524425156,24.3872,25.31841,24.94156,23.72079,20.62947,226.748004603081,0.775463366824584
2327,1,301,30,1237655467524489652,22.14064,24.47357,25.77348,25.19402,22.9576,226.775052706276,0.732246095352206
2327,1,301,30,1237655467524490627,24.71374,25.56634,25.76722,23.91465,20.85127,226.866206137699,0.688561426351844
2327,1,301,30,1237655467524490630,25.56339,25.5144,25.56102,24.24899,20.834,226.872183586184,0.655994111298976
2327,1,301,31,1237655467524556103,24.0535,25.33932,24.67513,22.96062,20.87644,226.950545233152,0.810117428083389
2327,1,301,31,1237655467524556107,24.01996,24.37997,25.47622,23.353,20.80516,226.975527001397,0.766222376164524
2327,1,301,31,1237655467524555234,21.83144,25.16832,25.55259,24.9257,23.25661,227.013231372869,0.716737125609506
2327,1,301,31,1237655467524555251,21.84692,25.36867,25.03414,23.83074,23.15023,227.045286779954,0.785583368197986
2327,1,301,32,1237655467524621590,24.6681,25.48436,25.27819,24.78974,21.05549,227.080885521491,0.665403222316644
2327,1,301,34,1237655467524752576,23.62657,25.66805,25.17852,23.2045,20.9798,227.373363762828,0.775200087128029
2327,1,301,34,1237655467524752206,23.30614,23.06629,24.64814,24.15767,22.95754,227.491494442634,0.629918539190347
2327,1,301,35,1237655467524818336,23.58508,25.98128,26.01574,23.18842,20.73315,227.64131734968,0.724748678107362
2327,1,301,36,1237655467524882926,22.1526,25.00432,26.0617,23.62899,23.20752,227.729072545542,0.710137845782628
2327,1,301,36,1237655467524883861,23.92587,24.56889,25.24501,23.7677,21.02998,227.792362190619,0.741264204624442
2327,1,301,37,1237655467524949202,25.09309,24.98091,24.66057,22.19756,21.65603,227.826345186643,0.691773897658047
2327,1,301,37,1237655467524949360,24.97376,25.32911,24.96034,23.85768,21.08191,227.884694338569,0.682187690180288
2327,1,301,38,1237655467525015033,24.80087,25.93019,25.43547,24.87521,20.94941,227.974145500599,0.702487431171614
2327,1,301,38,1237655467525014061,22.56231,25.9288,25.68657,24.85421,21.81949,227.981535900303,0.749266931361347
2327,1,301,40,1237655467525146051,24.53906,25.8367,25.33493,23.82936,20.78222,228.27101435553,0.569554440061744
2327,1,301,40,1237655467525145194,22.31578,23.95234,25.90765,24.17408,22.22751,228.383558535717,0.700060992457541
2327,1,301,41,1237655467525211713,25.56489,25.42932,24.89713,23.90567,20.82627,228.521257515528,0.613412619613044
2327,1,301,45,1237655467525473488,25.46199,25.5286,25.19374,22.3922,21.5737,229.017562336931,0.668053199068462
2327,1,301,45,1237655467525472816,22.01412,25.28496,25.74019,25.11366,23.52634,229.072699032993,0.670432047808605
2327,1,301,47,1237655467525603872,22.13459,24.2892,24.82097,24.29263,23.1373,229.321476438892,0.713900938484211
2327,1,301,47,1237655467525603882,22.22849,24.8376,25.22216,24.01644,23.03227,229.34573783233,0.608206339961871
2327,1,301,47,1237655467525603883,22.12387,25.10058,24.95817,24.10085,22.23434,229.350126069744,0.739022846222921
2327,1,301,47,1237655467525603887,22.11552,25.4085,24.78211,24.30963,22.71953,229.355955546559,0.730982186001128
2327,1,301,47,1237655467525603898,22.15037,25.15972,25.59657,24.55909,23.71374,229.38125378115,0.727307459304126
2327,1,301,47,1237655467525604760,24.45097,25.46443,25.29599,23.70361,20.91341,229.429238402939,0.657618452321993
2327,1,301,47,1237655467525603931,21.86898,25.52122,26.17733,24.27651,22.3264,229.43319837622,0.71597637337009
2327,1,301,48,1237655467525670206,24.02169,25.47008,25.4151,23.82189,20.83694,229.54188252672,0.614860051299117
2327,1,301,50,1237655467525801291,23.96609,24.37231,25.12565,23.06145,20.83488,229.762508143058,0.648363197028734
2327,1,301,52,1237655467525932314,25.83206,25.76164,25.19733,24.52416,20.59296,230.083866865918,0.540418876944669
2327,1,301,52,1237655467525931574,22.23775,24.74119,25.61641,24.5417,22.25856,230.151537823082,0.697631088024714
2327,1,301,54,1237655467526063375,20.63217,28.25354,29.44939,27.58478,16.73889,230.404589517272,0.700369909118626
2327,1,301,56,1237655467526194322,23.50671,26.25056,25.80152,24.54628,20.55015,230.679214460421,0.675921291450857
2327,1,301,56,1237655467526193652,21.89934,24.35786,24.04202,22.73836,22.12915,230.797980291905,0.686501739572026
2327,1,301,59,1237655467526391365,25.3715,25.70543,25.47009,24.03427,20.12994,231.134069174813,0.667544325080905
2327,1,301,61,1237655467526522195,24.23573,25.53135,25.43686,23.85803,20.79597,231.432501590431,0.648573394715944
2327,1,301,14,1237655467523442097,25.40719,25.31141,25.19168,24.635,20.30342,224.447745030204,0.825106895607603
2327,1,301,18,1237655467523704142,24.09389,25.88655,25.29089,24.26487,20.79498,225.037420299906,0.748827335502435
2327,1,301,21,1237655467523900508,24.31681,25.56671,25.38706,24.54747,20.79637,225.460544626851,0.649546388827022
2327,1,301,26,1237655467524228325,24.05388,25.61834,25.73205,25.11827,20.75323,226.306948112079,0.725449133707331
2327,1,301,32,1237655467524621528,24.67895,25.6887,25.53457,22.24313,21.59355,227.136741121671,0.712205188226511
2327,1,301,33,1237655467524687332,25.23454,25.4136,25.51919,23.52164,20.72217,227.301269138468,0.630726460621299
2327,1,301,37,1237655467524948500,22.04842,25.63034,25.67034,23.34258,22.41313,227.8772782591,0.701731216461649
2327,1,301,38,1237655467525014172,22.2206,25.63384,25.19747,23.79151,23.05443,228.105671567299,0.663850458827629
